header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend
"""recommend this airline""",8,2016-02-13,"Brisbane to Toowoomba, and I was amazed at the service provided by this small regional airline, Skytrans Airlines. Even though the flight, in a small prop-jet, was only 30 minutes duration, we were given bottles of water and packets of potato crisps. Returning the next day, service was equally as good. Would recommend this airline.",False,,Solo Leisure,Economy Class,BNE to TWB,March 2015,4,5,,5,3,,True
