header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend
"""very friendly and helpful staff""",6,2015-09-03,"I flew Ariana Afghan Airlines from Kabul to Delhi. Timing was good, but very crowded while boarding. The flight was enjoyable but no entertainment. Good and enough food provided. Very friendly and helpful staff on the flight. The ticket was very reasonable price.",False,A320,Solo Leisure,Economy Class,Kabul to Delhi,June 2015,3,4,,3,5,,True
